"PID","MS_SubClass","MS_Zoning","Lot_Frontage","Lot_Area","Street","Alley","Lot_Shape","Land_Contour","Utilities","Lot_Config","Land_Slope","Neighborhood","Condition_1","Condition_2","Bldg_Type","House_Style","Overall_Qual","Overall_Cond","Year_Built","Year_Remod_Add","Roof_Style","Roof_Matl","Exterior_1st","Exterior_2nd","Mas_Vnr_Type","Mas_Vnr_Area","Exter_Qual","Exter_Cond","Foundation","Bsmt_Qual","Bsmt_Cond","Bsmt_Exposure","BsmtFin_Type_1","BsmtFin_SF_1","BsmtFin_Type_2","BsmtFin_SF_2","Bsmt_Unf_SF","Total_Bsmt_SF","Heating","Heating_QC","Central_Air","Electrical","First_Flr_SF","Second_Flr_SF","Low_Qual_Fin_SF","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","Kitchen_Qual","TotRms_AbvGrd","Functional","Fireplaces","Fireplace_Qu","Garage_Type","Garage_Yr_Blt","Garage_Finish","Garage_Cars","Garage_Area","Garage_Qual","Garage_Cond","Paved_Drive","Wood_Deck_SF","Open_Porch_SF","Enclosed_Porch","Three_season_porch","Screen_Porch","Pool_Area","Pool_QC","Fence","Misc_Feature","Misc_Val","Mo_Sold","Year_Sold","Sale_Type","Sale_Condition","Longitude","Latitude","Sale_Price"
527165130,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,9248,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","OneFam","One_Story","Above_Average","Above_Average",1992,1992,"Gable","CompShg","HdBoard","HdBoard","BrkFace",106,"Typical","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,598,1158,"GasA","Good","Y","SBrkr",1167,0,0,1167,1,0,2,0,3,1,"Good",6,"Typ",0,"No_Fireplace","Attchd",1992,"RFn",2,400,"Typical","Typical","Paved",120,26,0,0,0,0,"No_Pool","No_Fence","None",0,7,2009,"WD ","Normal",-93.636047,42.057854,173000
527166010,"Two_Story_1946_and_Newer","Residential_Low_Density",0,10762,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","Gilbert","Norm","Norm","OneFam","Two_Story","Good","Average",1999,1999,"Gable","CompShg","VinylSd","VinylSd","None",344,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,284,978,"GasA","Excellent","Y","SBrkr",1005,978,0,1983,0,0,2,1,3,1,"Good",9,"Typ",1,"Typical","Attchd",1999,"Fin",2,490,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,5,2009,"WD ","Normal",-93.639325,42.058201,225000
527180100,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",99,11851,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","OneFam","One_Story","Good","Average",1990,1990,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","Typical","PConc","Good","Typical","No","Unf",7,"Unf",0,1424,1424,"GasA","Excellent","Y","SBrkr",1442,0,0,1442,0,0,2,0,3,1,"Typical",5,"Typ",0,"No_Fireplace","Attchd",1990,"RFn",2,500,"Typical","Typical","Paved",0,34,0,508,0,0,"No_Pool","No_Fence","None",0,5,2009,"WD ","Normal",-93.634644,42.058747,180500
527182110,"One_Story_PUD_1946_and_Newer","Residential_Low_Density",0,5814,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","Stone_Brook","Norm","Norm","TwnhsE","One_Story","Very_Good","Average",1984,1984,"Gable","CompShg","HdBoard","HdBoard","None",0,"Good","Typical","CBlock","Good","Typical","Av","GLQ",3,"Unf",0,184,1220,"GasA","Good","Y","SBrkr",1360,0,0,1360,1,0,1,0,1,1,"Good",4,"Typ",1,"Excellent","Attchd",1984,"RFn",2,565,"Typical","Typical","Paved",63,0,0,0,0,0,"No_Pool","No_Fence","None",0,8,2009,"COD","Abnorml",-93.633245,42.059242,187500
527214050,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",63,17423,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","Stone_Brook","Norm","Norm","OneFam","One_Story","Excellent","Average",2008,2009,"Hip","CompShg","VinylSd","VinylSd","Stone",748,"Excellent","Typical","PConc","Excellent","Typical","No","GLQ",3,"Unf",0,312,2216,"GasA","Excellent","Y","SBrkr",2234,0,0,2234,1,0,2,0,1,1,"Excellent",9,"Typ",1,"Good","Attchd",2009,"Fin",3,1166,"Typical","Typical","Paved",0,60,0,0,0,0,"No_Pool","No_Fence","None",0,7,2009,"New","Partial",-93.627751,42.060265,501837
527254020,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",80,11844,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Stone_Brook","Norm","Norm","OneFam","One_Story","Very_Good","Average",2008,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",464,"Good","Typical","PConc","Excellent","Typical","Mn","Unf",7,"Unf",0,2046,2046,"GasA","Excellent","Y","SBrkr",2046,0,0,2046,0,0,2,1,3,1,"Good",7,"Typ",1,"Good","Attchd",2008,"Fin",3,834,"Typical","Typical","Paved",322,82,0,0,0,0,"No_Pool","No_Fence","None",0,7,2009,"New","Partial",-93.628639,42.059817,372500
527258020,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",124,16158,"Pave","No_Alley_Access","Slightly_Irregular","Low","AllPub","Inside","Mod","Stone_Brook","Norm","Norm","OneFam","One_Story","Good","Average",2005,2005,"Hip","CompShg","VinylSd","VinylSd","Stone",16,"Good","Typical","PConc","Excellent","Typical","Av","ALQ",1,"Unf",0,256,1530,"GasA","Excellent","Y","SBrkr",1530,0,0,1530,1,0,2,0,3,1,"Good",7,"Typ",1,"Good","Attchd",2005,"Fin",2,430,"Typical","Typical","Paved",168,36,0,0,0,0,"No_Pool","No_Fence","None",0,6,2009,"WD ","Normal",-93.629357,42.058439,260000
527276160,"Two_Story_1946_and_Newer","Residential_Low_Density",85,11900,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","OneFam","Two_Story","Average","Above_Average",1977,1977,"Gable","CompShg","HdBoard","Wd Sdng","BrkFace",157,"Typical","Typical","PConc","Good","Typical","No","ALQ",1,"Unf",0,722,1122,"GasA","Excellent","Y","SBrkr",946,988,0,1934,1,0,2,1,3,1,"Typical",6,"Typ",1,"Typical","Attchd",1977,"Unf",2,567,"Typical","Typical","Partial_Pavement",0,176,0,0,200,0,"No_Pool","No_Fence","None",0,7,2009,"WD ","Normal",-93.623975,42.056796,185000
527301320,"Two_Story_1946_and_Newer","Residential_Low_Density",94,13005,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","Northwest_Ames","Norm","Norm","OneFam","Two_Story","Good","Good",1980,1980,"Gable","CompShg","CemntBd","CmentBd","BrkFace",278,"Good","Typical","CBlock","Good","Typical","No","GLQ",3,"Unf",0,153,845,"GasA","Typical","Y","SBrkr",1153,1200,0,2353,1,0,2,1,4,1,"Excellent",10,"Typ",1,"Typical","Attchd",1983,"RFn",2,484,"Typical","Typical","Paved",288,195,0,0,0,0,"No_Pool","Good_Privacy","None",0,8,2009,"WD ","Normal",-93.637343,42.053532,260000
527302175,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",48,17043,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","Northwest_Ames","Norm","Norm","OneFam","One_Story","Above_Average","Average",1979,1998,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","Good","CBlock","Good","Fair","No","Unf",7,"Unf",0,1362,1362,"GasA","Typical","Y","SBrkr",1586,0,0,1586,0,0,2,0,3,1,"Typical",7,"Typ",1,"Typical","Attchd",1979,"Unf",2,435,"Typical","Typical","Paved",192,0,0,0,0,0,"No_Pool","No_Fence","None",0,1,2009,"WD ","Normal",-93.636512,42.055408,181000
527326040,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",85,11900,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","One_Story","Good","Average",1977,1977,"Hip","CompShg","Plywood","Plywood","BrkFace",209,"Typical","Good","CBlock","Typical","Typical","No","ALQ",1,"Unf",0,564,1386,"GasA","Typical","Y","SBrkr",1411,0,0,1411,0,0,2,0,3,1,"Typical",6,"Typ",1,"Typical","Attchd",1977,"Fin",2,544,"Typical","Typical","Paved",192,0,0,0,0,0,"No_Pool","No_Fence","None",0,4,2009,"WD ","Family",-93.635056,42.055081,82500
527326150,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,16635,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","FR2","Gtl","Northwest_Ames","Norm","Norm","OneFam","One_Story","Above_Average","Good",1977,2000,"Gable","CompShg","CemntBd","CmentBd","Stone",126,"Good","Typical","CBlock","Good","Typical","No","ALQ",1,"Unf",0,356,1602,"GasA","Good","Y","SBrkr",1602,0,0,1602,0,1,2,0,3,1,"Good",8,"Typ",1,"Typical","Attchd",1977,"Fin",2,529,"Typical","Typical","Paved",240,0,0,0,0,0,"No_Pool","No_Fence","None",0,6,2009,"WD ","Normal",-93.632417,42.055572,215000
527352150,"Two_Story_1946_and_Newer","Residential_Low_Density",0,13250,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","RRNn","Norm","OneFam","Two_Story","Good","Above_Average",1978,1978,"Gable","CompShg","HdBoard","HdBoard","BrkFace",256,"Typical","Typical","CBlock","Good","Typical","No","Unf",7,"Unf",0,832,832,"GasA","Typical","Y","SBrkr",1154,896,0,2050,0,0,2,1,4,1,"Good",8,"Typ",1,"Typical","Attchd",1978,"RFn",2,529,"Typical","Typical","Paved",192,192,0,0,0,0,"No_Pool","No_Fence","None",0,5,2009,"WD ","Abnorml",-93.637774,42.05184,154000
527353020,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",80,10928,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","One_Story","Above_Average","Above_Average",1978,1986,"Gable","CompShg","VinylSd","VinylSd","BrkFace",101,"Typical","Typical","PConc","Typical","Typical","No","LwQ",4,"Unf",0,1064,1427,"GasA","Typical","Y","SBrkr",1671,0,0,1671,0,0,2,0,3,1,"Typical",7,"Typ",1,"Typical","Attchd",1978,"RFn",2,484,"Typical","Typical","Paved",252,55,0,0,0,0,"No_Pool","No_Fence","None",0,8,2009,"WD ","Normal",-93.63745,42.052507,200000
527353060,"Two_Story_1946_and_Newer","Residential_Low_Density",0,12388,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","Two_Story","Good","Good",1980,1991,"Gable","CompShg","Plywood","Plywood","BrkFace",229,"Typical","Typical","CBlock","Good","Typical","No","ALQ",1,"Unf",0,441,1043,"GasA","Typical","Y","SBrkr",1539,1134,0,2673,0,0,2,1,4,1,"Good",9,"Typ",1,"Typical","BuiltIn",1980,"RFn",2,441,"Typical","Typical","Paved",178,84,0,0,0,0,"No_Pool","No_Fence","None",0,8,2009,"WD ","Normal",-93.638366,42.052102,249000
527354100,"Split_or_Multilevel","Residential_Low_Density",0,14115,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","SLvl","Good","Average",1980,1980,"Gable","CompShg","Plywood","Plywood","BrkFace",225,"Typical","Typical","CBlock","Good","Typical","Av","GLQ",3,"Unf",0,336,1372,"GasA","Typical","Y","SBrkr",1472,0,0,1472,1,0,2,0,3,1,"Typical",6,"Typ",2,"Typical","Attchd",1980,"Unf",2,588,"Typical","Typical","Paved",233,48,0,0,0,0,"No_Pool","No_Fence","None",0,6,2009,"WD ","Normal",-93.634212,42.052719,187500
527354200,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",80,11088,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","One_Story","Above_Average","Average",1978,1998,"Gable","CompShg","HdBoard","HdBoard","BrkFace",144,"Typical","Typical","PConc","Typical","Typical","No","ALQ",1,"Unf",0,308,1140,"GasA","Good","Y","SBrkr",1707,0,0,1707,0,0,2,0,3,1,"Typical",7,"Typ",1,"Typical","Attchd",1978,"Fin",2,479,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,5,2009,"WD ","Normal",-93.637043,42.05288,184000
527355150,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",80,9600,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","PosN","Norm","OneFam","One_Story","Very_Good","Average",1981,1981,"Hip","WdShngl","BrkFace","BrkFace","None",0,"Good","Typical","PConc","Good","Typical","No","ALQ",1,"Unf",0,1420,2524,"GasA","Typical","Y","SBrkr",2524,0,0,2524,1,0,2,1,4,1,"Good",9,"Typ",1,"Good","Attchd",1981,"Fin",2,542,"Typical","Typical","Paved",474,120,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,7,2009,"WD ","Normal",-93.633796,42.052915,278000
527356040,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",82,11880,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","RRAn","Norm","OneFam","One_Story","Good","Average",1978,1978,"Gable","CompShg","Plywood","Plywood","BrkFace",206,"Typical","Typical","CBlock","Good","Typical","No","ALQ",1,"Unf",0,567,1271,"GasA","Typical","Y","SBrkr",1601,0,0,1601,0,0,2,0,3,1,"Typical",7,"Typ",1,"Typical","Attchd",1978,"RFn",2,478,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,4,2009,"COD","Abnorml",-93.637289,42.050345,157000
527359050,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",80,10400,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","One_Story","Good","Average",1976,1976,"Gable","CompShg","HdBoard","HdBoard","BrkFace",189,"Typical","Typical","CBlock","Good","Typical","No","Unf",7,"Unf",0,1090,1090,"GasA","Typical","Y","SBrkr",1370,0,0,1370,0,0,2,0,3,1,"Typical",6,"Typ",1,"Typical","Attchd",1976,"RFn",2,479,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,6,2009,"WD ","Family",-93.634694,42.0496539,152000
527359180,"Two_Story_1946_and_Newer","Residential_Low_Density",0,10304,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","Northwest_Ames","PosN","Norm","OneFam","Two_Story","Average","Good",1976,1976,"Gable","CompShg","Plywood","Plywood","BrkFace",44,"Typical","Good","CBlock","Typical","Typical","No","ALQ",1,"Unf",0,399,780,"GasA","Excellent","Y","SBrkr",1088,780,0,1868,1,0,2,1,4,1,"Good",9,"Typ",1,"Typical","Attchd",1976,"Unf",2,484,"Typical","Typical","Paved",448,96,0,0,0,0,"No_Pool","No_Fence","None",0,10,2009,"WD ","Normal",-93.635919,42.049394,197500
527364030,"Two_Story_1946_and_Newer","Floating_Village_Residential",70,7000,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Somerset","Norm","Norm","OneFam","Two_Story","Good","Average",2003,2003,"Gable","CompShg","CemntBd","CmentBd","None",0,"Good","Typical","PConc","Good","Typical","Mn","GLQ",3,"Unf",0,304,926,"GasA","Excellent","Y","SBrkr",1016,868,0,1884,1,0,2,1,3,1,"Excellent",7,"Typ",1,"Excellent","Attchd",2003,"RFn",2,581,"Typical","Typical","Paved",0,35,0,0,0,0,"No_Pool","No_Fence","None",0,6,2009,"WD ","Normal",-93.639516,42.049106,240900
527365030,"Two_Story_1946_and_Newer","Floating_Village_Residential",75,8004,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Somerset","RRAn","Norm","OneFam","Two_Story","Very_Good","Average",2009,2009,"Gable","CompShg","VinylSd","VinylSd","Stone",110,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,288,832,"GasA","Excellent","Y","SBrkr",832,1103,0,1935,1,0,2,1,3,1,"Typical",8,"Typ",0,"No_Fireplace","BuiltIn",2009,"Fin",2,552,"Typical","Typical","Paved",0,150,0,0,0,0,"No_Pool","No_Fence","None",0,12,2009,"New","Partial",-93.639511,42.051619,263435
527366030,"Two_Story_1946_and_Newer","Floating_Village_Residential",0,7500,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Somerset","RRNn","Norm","OneFam","Two_Story","Very_Good","Average",2000,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","PConc","Good","Typical","No","Unf",7,"Unf",0,1058,1058,"GasA","Excellent","Y","SBrkr",1058,816,0,1874,0,0,2,1,3,1,"Good",7,"Typ",1,"Typical","Attchd",2000,"Fin",2,588,"Typical","Typical","Paved",0,134,0,0,0,0,"No_Pool","No_Fence","None",0,3,2009,"WD ","Normal",-93.6392308,42.0503771,220000
527368010,"Two_Story_1946_and_Newer","Floating_Village_Residential",0,8470,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Somerset","Norm","Norm","OneFam","Two_Story","Very_Good","Average",2002,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","PConc","Good","Typical","No","GLQ",3,"ALQ",276,471,972,"GasA","Excellent","Y","SBrkr",972,839,0,1811,0,0,2,1,3,1,"Good",7,"Typ",1,"Good","Attchd",2002,"RFn",2,565,"Typical","Typical","Paved",225,48,0,0,0,0,"No_Pool","No_Fence","None",0,10,2009,"WD ","Normal",-93.639366,42.049406,235000
527375100,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,9373,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","CulDSac","Gtl","Northwest_Ames","PosN","Norm","OneFam","One_Story","Average","Good",1975,1975,"Gable","CompShg","HdBoard","HdBoard","BrkFace",161,"Typical","Typical","CBlock","Good","Typical","Av","ALQ",1,"LwQ",168,120,1621,"GasA","Typical","Y","SBrkr",1621,0,0,1621,1,0,2,0,3,1,"Typical",7,"Typ",2,"Fair","Attchd",1975,"RFn",2,478,"Typical","Typical","Paved",0,0,0,0,490,0,"No_Pool","No_Fence","None",0,6,2009,"WD ","Normal",-93.632915,42.053166,213000
527375180,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",78,10140,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","One_Story","Above_Average","Above_Average",1974,1974,"Hip","CompShg","Plywood","Plywood","BrkFace",196,"Typical","Typical","CBlock","Typical","Typical","No","ALQ",1,"Unf",0,228,1116,"GasA","Excellent","Y","SBrkr",1116,0,0,1116,1,0,2,0,3,1,"Typical",6,"Typ",1,"Typical","Attchd",1974,"RFn",2,528,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","Good_Wood","None",0,4,2009,"WD ","Normal",-93.632178,42.052355,167900
527375210,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",85,11050,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","Northwest_Ames","Norm","Norm","OneFam","One_Story","Good","Average",1975,1975,"Gable","CompShg","Plywood","Plywood","None",0,"Typical","Typical","CBlock","Typical","Typical","No","ALQ",1,"Unf",0,540,1176,"GasA","Fair","Y","SBrkr",1193,0,0,1193,0,0,2,0,3,1,"Typical",5,"Typ",1,"Typical","Attchd",1975,"Unf",2,506,"Typical","Typical","Paved",40,0,0,0,0,0,"No_Pool","No_Fence","None",0,8,2009,"WD ","Normal",-93.630253,42.052448,158000
527376100,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",78,10140,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","One_Story","Above_Average","Average",1974,1974,"Hip","CompShg","HdBoard","HdBoard","BrkFace",174,"Typical","Typical","CBlock","Good","Typical","No","Unf",7,"Unf",0,1064,1064,"GasA","Typical","Y","SBrkr",1350,0,0,1350,0,0,2,0,3,1,"Typical",7,"Typ",1,"Typical","Attchd",1974,"RFn",2,478,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,8,2009,"WD ","Normal",-93.631432,42.05267,165000
527378140,"Split_or_Multilevel","Residential_Low_Density",0,10448,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","Northwest_Ames","Norm","Norm","OneFam","SLvl","Above_Average","Above_Average",1972,1972,"Gable","CompShg","HdBoard","HdBoard","BrkFace",333,"Typical","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,689,689,"GasA","Typical","Y","SBrkr",1378,741,0,2119,0,0,2,1,3,1,"Typical",7,"Typ",1,"Typical","Attchd",1972,"RFn",2,583,"Typical","Typical","Paved",0,104,0,0,0,0,"No_Pool","Good_Privacy","None",0,8,2009,"COD","Abnorml",-93.631791,42.04891,158000
527401160,"Duplex_All_Styles_and_Ages","Residential_Low_Density",60,9000,"Pave","No_Alley_Access","Regular","Lvl","AllPub","FR2","Gtl","North_Ames","Norm","Norm","Duplex","Two_Story","Average","Average",1974,1974,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","Typical","CBlock","Good","Typical","No","Unf",7,"Unf",0,896,896,"GasA","Typical","Y","SBrkr",896,896,0,1792,0,0,2,2,4,2,"Typical",8,"Typ",0,"No_Fireplace","No_Garage",NA,"No_Garage",0,0,"No_Garage","No_Garage","Paved",32,45,0,0,0,0,"No_Pool","No_Fence","None",0,9,2009,"WD ","Normal",-93.625856,42.056398,136000
527402220,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,8750,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Above_Average",1970,1970,"Gable","CompShg","MetalSd","MetalSd","BrkFace",76,"Typical","Typical","CBlock","Typical","Typical","No","BLQ",2,"Unf",0,174,1002,"GasA","Typical","Y","SBrkr",1002,0,0,1002,1,0,1,0,3,1,"Typical",5,"Typ",0,"No_Fireplace","Detchd",1973,"Unf",2,902,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,8,2009,"WD ","Normal",-93.626554,42.054626,148500
527403040,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",61,7930,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Above_Average","Very_Good",1969,2005,"Gable","CompShg","Plywood","Plywood","None",0,"Typical","Typical","CBlock","Typical","Typical","No","GLQ",3,"LwQ",472,115,1026,"GasA","Good","Y","SBrkr",1026,0,0,1026,1,0,1,0,3,1,"Good",5,"Typ",0,"No_Fireplace","Detchd",1969,"RFn",2,440,"Typical","Typical","Paved",171,48,0,0,0,0,"No_Pool","No_Fence","None",0,7,2009,"WD ","Normal",-93.628707,42.055228,156000
527404020,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,7830,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Average",1970,1970,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,1180,1180,"GasA","Typical","Y","SBrkr",1180,0,0,1180,0,0,1,1,2,1,"Typical",6,"Typ",0,"No_Fireplace","Attchd",1970,"RFn",2,477,"Typical","Typical","Paved",0,45,0,0,0,0,"No_Pool","No_Fence","None",0,3,2009,"COD","Normal",-93.626603,42.055184,128000
527404030,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,8510,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Average","Good",1971,1971,"Gable","CompShg","Plywood","Plywood","BrkFace",178,"Typical","Typical","CBlock","Good","Typical","No","ALQ",1,"Unf",0,543,1043,"GasA","Excellent","Y","SBrkr",1050,0,0,1050,1,0,1,1,3,1,"Typical",6,"Typ",0,"No_Fireplace","Attchd",1971,"Unf",1,336,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,7,2009,"WD ","Normal",-93.62655,42.055154,143000
527405130,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",60,7038,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Below_Average","Above_Average",1970,1970,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","Typical","CBlock","Typical","Typical","No","ALQ",1,"Unf",0,138,864,"GasA","Typical","Y","SBrkr",864,0,0,864,1,0,1,0,3,1,"Typical",5,"Typ",0,"No_Fireplace","Detchd",2001,"Unf",2,576,"Typical","Typical","Paved",210,0,0,0,0,0,"No_Pool","Good_Privacy","None",0,9,2009,"WD ","Abnorml",-93.627037,42.05337,76500
527405160,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",60,6960,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Below_Average","Above_Average",1970,1970,"Gable","CompShg","HdBoard","Plywood","None",0,"Typical","Typical","CBlock","Typical","Typical","No","ALQ",1,"BLQ",239,250,864,"GasA","Typical","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,"Good",5,"Typ",0,"No_Fireplace","Detchd",1989,"Unf",2,660,"Typical","Typical","Paved",96,0,0,0,0,0,"No_Pool","No_Fence","Shed",500,11,2009,"WD ","Normal",-93.625657,42.053306,120500
527405180,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",70,8120,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Below_Average","Good",1970,1970,"Gable","CompShg","MetalSd","MetalSd","None",0,"Typical","Good","CBlock","Typical","Typical","No","ALQ",1,"Unf",0,673,864,"GasA","Excellent","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,"Typical",5,"Typ",0,"No_Fireplace","Detchd",1994,"Unf",2,463,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,7,2009,"WD ","Normal",-93.625542,42.053307,124500
527425060,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",70,10500,"Pave","No_Alley_Access","Regular","Lvl","AllPub","FR2","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Below_Average","Above_Average",1971,1971,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","Typical","CBlock","Typical","Typical","No","ALQ",1,"LwQ",180,160,864,"GasA","Good","Y","SBrkr",864,0,0,864,0,0,1,0,2,1,"Typical",4,"Typ",0,"No_Fireplace","Detchd",1989,"Unf",2,576,"Typical","Typical","Paved",216,0,0,0,0,0,"No_Pool","No_Fence","None",0,3,2009,"WD ","Abnorml",-93.6234986,42.0564419,97000
